job_id,skill_name
1318,Machine Learning
1318,Tableau
1318,Data Visualization
1318,AWS
1319,Pandas
1319,Excel
1319,Machine Learning
1319,Power BI
1319,Data Visualization
1319,Statistics
1320,Tableau
1320,Data Visualization
1320,Python
1320,Statistics
1320,Pandas
1320,MySQL
1320,Excel
1321,Excel
1321,AWS
1321,Data Visualization
1321,Statistics
1321,Python
1321,Pandas
1321,MySQL
1322,Python
1322,AWS
1322,Pandas
1322,MySQL
1322,Power BI
1322,Statistics
1323,MySQL
1323,Data Visualization
1323,Statistics
1323,Power BI
1323,Excel
1323,SQL
1323,Tableau
1324,SQL
1324,Power BI
1324,ETL
1324,MySQL
1324,Machine Learning
1324,Statistics
1325,Pandas
1325,Tableau
1325,Python
1325,MySQL
1325,Data Visualization
1325,Power BI
1326,Power BI
1326,Data Visualization
1326,Tableau
1326,Pandas
1327,Pandas
1327,Statistics
1327,Tableau
1327,AWS
1327,SQL
1327,Machine Learning
1327,Data Visualization
1328,Python
1328,Statistics
1328,ETL
1328,SQL
1328,Machine Learning
1328,Excel
1328,Data Visualization
1329,MySQL
1329,SQL
1329,Data Visualization
1329,Statistics
1330,Tableau
1330,Data Visualization
1330,Statistics
1330,SQL
1330,Excel
1330,Python
1331,Machine Learning
1331,Excel
1331,Data Visualization
1331,Python
1331,SQL
1332,Excel
1332,Power BI
1332,Data Visualization
1332,Machine Learning
1333,Tableau
1333,Excel
1333,ETL
1333,Python
1333,MySQL
1333,Power BI
1334,Data Visualization
1334,Tableau
1334,Machine Learning
1334,ETL
1334,Power BI
1334,SQL
1334,AWS
1335,Pandas
1335,Statistics
1335,MySQL
1335,SQL
1335,AWS
1335,ETL
1336,Python
1336,Statistics
1336,Tableau
1336,Machine Learning
1336,AWS
1337,SQL
1337,Machine Learning
1337,Python
1337,ETL
1337,Data Visualization
1338,AWS
1338,Statistics
1338,SQL
1338,MySQL
1338,Machine Learning
1338,Tableau
1338,ETL
1339,MySQL
1339,Tableau
1339,SQL
1339,Machine Learning
1339,ETL
1339,Pandas
1340,Power BI
1340,Tableau
1340,SQL
1340,Pandas
1340,Machine Learning
1340,Data Visualization
1341,Power BI
1341,MySQL
1341,ETL
1341,Pandas
1341,Python
1341,Machine Learning
1341,SQL
1342,Pandas
1342,MySQL
1342,Power BI
1342,Data Visualization
1342,Tableau
1342,ETL
1342,AWS
1343,ETL
1343,AWS
1343,Python
1343,Data Visualization
1344,Statistics
1344,Excel
1344,Tableau
1344,Machine Learning
1344,Pandas
1344,Python
1345,Excel
1345,Statistics
1345,Machine Learning
1345,Data Visualization
1346,Python
1346,SQL
1346,AWS
1346,Pandas
1347,Pandas
1347,Machine Learning
1347,Data Visualization
1347,Tableau
1347,AWS
1347,SQL
1347,Statistics
1348,Machine Learning
1348,Excel
1348,AWS
1348,Tableau
1349,Machine Learning
1349,Tableau
1349,SQL
1349,AWS
1349,ETL
1350,Tableau
1350,Excel
1350,Machine Learning
1350,Statistics
1350,Data Visualization
1351,MySQL
1351,ETL
1351,Statistics
1351,Data Visualization
1351,AWS
1351,Python
1352,Tableau
1352,Statistics
1352,ETL
1352,SQL
1352,Pandas
1352,Machine Learning
1353,Pandas
1353,Statistics
1353,MySQL
1353,Machine Learning
1353,Data Visualization
1353,Tableau
1353,SQL
1354,ETL
1354,Tableau
1354,Machine Learning
1354,AWS
1354,MySQL
1355,MySQL
1355,Machine Learning
1355,Excel
1355,Statistics
1356,Power BI
1356,Python
1356,Pandas
1356,AWS
1357,Data Visualization
1357,Power BI
1357,Python
1357,ETL
1357,MySQL
1358,Excel
1358,Pandas
1358,ETL
1358,SQL
1358,Statistics
1359,ETL
1359,MySQL
1359,Power BI
1359,SQL
1359,Excel
1359,Statistics
1360,Statistics
1360,Power BI
1360,ETL
1360,Tableau
1360,Excel
1360,Python
1361,MySQL
1361,AWS
1361,Machine Learning
1361,ETL
1362,Statistics
1362,ETL
1362,MySQL
1362,Machine Learning
1363,Pandas
1363,Power BI
1363,Tableau
1363,Python
1364,Statistics
1364,Excel
1364,AWS
1364,Tableau
1364,ETL
1365,ETL
1365,Machine Learning
1365,Pandas
1365,SQL
1365,Data Visualization
1365,Python
1365,MySQL
1366,Statistics
1366,SQL
1366,Tableau
1366,Data Visualization
1367,Statistics
1367,MySQL
1367,Python
1367,AWS
1367,SQL
1367,Tableau
1367,Excel
1368,Machine Learning
1368,Python
1368,Data Visualization
1368,AWS
1368,Tableau
1368,Excel
1369,ETL
1369,AWS
1369,SQL
1369,MySQL
1369,Tableau
1369,Machine Learning
1369,Data Visualization
1370,Statistics
1370,ETL
1370,Pandas
1370,Machine Learning
1370,Power BI
1371,Pandas
1371,Data Visualization
1371,Machine Learning
1371,Power BI
1371,Excel
1371,ETL
1371,AWS
1372,MySQL
1372,Python
1372,Pandas
1372,Power BI
1372,Excel
1373,Machine Learning
1373,Excel
1373,Tableau
1373,Data Visualization
1373,Statistics
1373,Pandas
1374,AWS
1374,Data Visualization
1374,Excel
1374,SQL
1374,MySQL
1375,AWS
1375,Machine Learning
1375,Pandas
1375,SQL
1376,Power BI
1376,Pandas
1376,Tableau
1376,AWS
1376,Excel
1377,Pandas
1377,ETL
1377,Excel
1377,Statistics
1377,Data Visualization
1377,MySQL
1377,Power BI
1378,Python
1378,Excel
1378,Machine Learning
1378,Power BI
1378,MySQL
1378,SQL
1379,SQL
1379,Machine Learning
1379,Power BI
1379,Pandas
1379,MySQL
1380,Data Visualization
1380,Statistics
1380,Machine Learning
1380,Pandas
1381,SQL
1381,AWS
1381,Tableau
1381,MySQL
1382,ETL
1382,Excel
1382,Statistics
1382,Pandas
1383,AWS
1383,SQL
1383,ETL
1383,Excel
1383,Data Visualization
1383,Power BI
1383,Machine Learning
1384,Statistics
1384,Excel
1384,SQL
1384,MySQL
1384,Tableau
1384,Power BI
1385,SQL
1385,Machine Learning
1385,Excel
1385,Pandas
1385,Python
1386,SQL
1386,AWS
1386,Machine Learning
1386,Tableau
1386,Excel
1386,Pandas
1386,Python
1387,Tableau
1387,Data Visualization
1387,AWS
1387,MySQL
1387,ETL
1387,Power BI
1387,Machine Learning
1388,Power BI
1388,Tableau
1388,AWS
1388,SQL
1388,Excel
1388,Machine Learning
1388,MySQL
1389,Python
1389,Tableau
1389,SQL
1389,AWS
1389,Statistics
1389,Pandas
1390,ETL
1390,Statistics
1390,Python
1390,Excel
1390,AWS
1390,MySQL
1391,MySQL
1391,Data Visualization
1391,Excel
1391,Power BI
1392,MySQL
1392,Pandas
1392,Tableau
1392,AWS
1392,Excel
1392,Machine Learning
1392,Statistics
1393,Python
1393,ETL
1393,Statistics
1393,Excel
1394,Machine Learning
1394,Python
1394,Data Visualization
1394,SQL
1394,Pandas
1394,Statistics
1394,Tableau
1395,Pandas
1395,Tableau
1395,Excel
1395,SQL
1396,AWS
1396,Power BI
1396,Tableau
1396,Data Visualization
1396,Statistics
1396,Excel
1397,Pandas
1397,Tableau
1397,Machine Learning
1397,Excel
1398,Statistics
1398,Pandas
1398,AWS
1398,MySQL
1399,Python
1399,Excel
1399,SQL
1399,ETL
1399,Tableau
1400,MySQL
1400,Python
1400,Statistics
1400,Power BI
1401,Data Visualization
1401,AWS
1401,MySQL
1401,Pandas
1401,Power BI
1402,SQL
1402,AWS
1402,Pandas
1402,Tableau
1402,Python
1403,Data Visualization
1403,Excel
1403,AWS
1403,Python
1403,Tableau
1404,Excel
1404,SQL
1404,Data Visualization
1404,Power BI
1404,AWS
1404,Statistics
1405,Python
1405,ETL
1405,Tableau
1405,Statistics
1405,SQL
1405,Machine Learning
1405,MySQL
1406,Excel
1406,Statistics
1406,MySQL
1406,ETL
1406,Power BI
1406,Tableau
1407,AWS
1407,Excel
1407,Machine Learning
1407,ETL
1407,Tableau
1407,Data Visualization
1408,Power BI
1408,Python
1408,AWS
1408,Statistics
1408,ETL
1408,SQL
1409,Tableau
1409,MySQL
1409,Excel
1409,Statistics
1409,ETL
1409,SQL
1409,AWS
1410,SQL
1410,Tableau
1410,Python
1410,AWS
1410,Pandas
1411,Data Visualization
1411,SQL
1411,MySQL
1411,Tableau
1411,Machine Learning
1411,Power BI
1411,ETL
1412,Tableau
1412,MySQL
1412,SQL
1412,Statistics
1412,Data Visualization
1412,Power BI
1413,Tableau
1413,Machine Learning
1413,AWS
1413,Pandas
1413,Python
1413,Data Visualization
1414,Tableau
1414,Python
1414,AWS
1414,MySQL
1414,Power BI
1414,Machine Learning
1414,ETL
1415,SQL
1415,ETL
1415,Tableau
1415,MySQL
1416,AWS
1416,Power BI
1416,Tableau
1416,ETL
1416,SQL
1417,Data Visualization
1417,ETL
1417,Pandas
1417,Tableau
1417,Python
1417,SQL
1418,Tableau
1418,Excel
1418,Python
1418,Power BI
1418,AWS
1419,AWS
1419,Tableau
1419,SQL
1419,Data Visualization
1420,Excel
1420,AWS
1420,ETL
1420,Python
1420,Statistics
1421,Pandas
1421,Excel
1421,Statistics
1421,MySQL
1421,ETL
1421,Data Visualization
1421,Python
1422,Data Visualization
1422,Excel
1422,MySQL
1422,Tableau
1422,Power BI
1423,AWS
1423,Statistics
1423,Data Visualization
1423,Pandas
1423,Excel
1424,Data Visualization
1424,Tableau
1424,Python
1424,MySQL
1424,SQL
1424,Machine Learning
1424,Excel
1425,Excel
1425,Python
1425,Statistics
1425,Power BI
1426,Statistics
1426,AWS
1426,Pandas
1426,Excel
1426,Python
1426,MySQL
1427,Power BI
1427,Machine Learning
1427,SQL
1427,Data Visualization
1427,ETL
1427,Excel
1428,Pandas
1428,AWS
1428,Excel
1428,Data Visualization
1429,ETL
1429,Tableau
1429,SQL
1429,Machine Learning
1429,Python
1429,Data Visualization
1429,MySQL
1430,Statistics
1430,Power BI
1430,SQL
1430,Machine Learning
1430,AWS
1430,Tableau
1431,Data Visualization
1431,Tableau
1431,Machine Learning
1431,MySQL
1431,SQL
1432,Pandas
1432,MySQL
1432,Data Visualization
1432,Power BI
1432,Excel
1432,Machine Learning
1432,ETL
1433,Machine Learning
1433,ETL
1433,Statistics
1433,Power BI
1433,Pandas
1433,Python
1434,MySQL
1434,SQL
1434,Pandas
1434,Tableau
1434,Machine Learning
1434,AWS
1435,SQL
1435,Power BI
1435,Tableau
1435,Excel
1436,MySQL
1436,Tableau
1436,SQL
1436,ETL
1436,AWS
1436,Statistics
1436,Pandas
1437,AWS
1437,MySQL
1437,Pandas
1437,Power BI
1437,Tableau
1438,Machine Learning
1438,Statistics
1438,AWS
1438,Excel
1438,Python
1439,MySQL
1439,Power BI
1439,SQL
1439,Python
1439,Excel
1439,ETL
1439,Machine Learning
1440,Machine Learning
1440,Tableau
1440,Excel
1440,Power BI
1440,Data Visualization
1440,Statistics
1440,MySQL
1441,Pandas
1441,ETL
1441,MySQL
1441,Python
1441,Machine Learning
1441,Statistics
1442,SQL
1442,AWS
1442,Excel
1442,ETL
1442,Machine Learning
1442,Data Visualization
1443,Excel
1443,Data Visualization
1443,SQL
1443,Machine Learning
1443,Pandas
1443,MySQL
1444,MySQL
1444,Pandas
1444,Machine Learning
1444,ETL
1444,Excel
1444,Python
1445,Machine Learning
1445,ETL
1445,MySQL
1445,Tableau
1445,Python
1445,Data Visualization
1445,Power BI
1446,Tableau
1446,SQL
1446,Python
1446,Power BI
1446,AWS
1447,Tableau
1447,Python
1447,SQL
1447,Power BI
1448,ETL
1448,SQL
1448,Excel
1448,Tableau
1449,SQL
1449,AWS
1449,Machine Learning
1449,MySQL
1449,Statistics
1449,Power BI
1450,Python
1450,AWS
1450,MySQL
1450,ETL
1450,Machine Learning
1450,Power BI
1450,Statistics
1451,Power BI
1451,Machine Learning
1451,AWS
1451,Statistics
1451,Tableau
1452,ETL
1452,Statistics
1452,MySQL
1452,Power BI
1452,Excel
1452,Python
1452,SQL
1453,Excel
1453,Tableau
1453,Python
1453,MySQL
1454,Pandas
1454,Excel
1454,Tableau
1454,MySQL
1455,Machine Learning
1455,Excel
1455,Pandas
1455,MySQL
1455,ETL
1455,Data Visualization
1456,AWS
1456,ETL
1456,Python
1456,Data Visualization
1456,Pandas
1457,Excel
1457,Power BI
1457,Tableau
1457,SQL
1458,Power BI
1458,Data Visualization
1458,ETL
1458,SQL
1458,Excel
1458,Statistics
1459,AWS
1459,Tableau
1459,Statistics
1459,SQL
1460,Excel
1460,Power BI
1460,Statistics
1460,MySQL
1460,Data Visualization
1460,Pandas
1461,Data Visualization
1461,Power BI
1461,Excel
1461,AWS
1461,Python
1461,ETL
1461,Tableau
1462,Statistics
1462,Tableau
1462,Excel
1462,SQL
1463,MySQL
1463,Pandas
1463,Python
1463,Data Visualization
1463,Power BI
1464,Machine Learning
1464,Excel
1464,Data Visualization
1464,Tableau
1464,ETL
1464,MySQL
1464,Statistics
1465,AWS
1465,ETL
1465,MySQL
1465,Machine Learning
1465,Python
1466,Data Visualization
1466,Pandas
1466,Power BI
1466,Excel
1467,ETL
1467,Excel
1467,Python
1467,Power BI
1467,AWS
1467,Pandas
1467,Statistics
1468,Statistics
1468,Tableau
1468,AWS
1468,Data Visualization
1468,ETL
1468,Python
1469,Pandas
1469,Machine Learning
1469,Statistics
1469,Excel
1469,Tableau
1469,SQL
1469,Python
1470,MySQL
1470,ETL
1470,SQL
1470,Statistics
1470,Machine Learning
1470,Pandas
1470,Tableau
1471,Power BI
1471,Data Visualization
1471,AWS
1471,SQL
1472,SQL
1472,Data Visualization
1472,Machine Learning
1472,Excel
1472,ETL
1473,Tableau
1473,Data Visualization
1473,Power BI
1473,Excel
1473,SQL
1473,Machine Learning
1473,Python
1474,ETL
1474,Python
1474,Statistics
1474,MySQL
1475,Machine Learning
1475,Data Visualization
1475,ETL
1475,Pandas
1475,Tableau
1476,Machine Learning
1476,ETL
1476,Power BI
1476,Statistics
1476,Pandas
1476,Python
1476,Excel
1477,Data Visualization
1477,Tableau
1477,Python
1477,ETL
1477,SQL
1478,MySQL
1478,Power BI
1478,Statistics
1478,Excel
1479,ETL
1479,Python
1479,AWS
1479,MySQL
1479,Machine Learning
1479,SQL
1479,Excel
1480,Power BI
1480,ETL
1480,SQL
1480,Python
1480,Machine Learning
1480,Pandas
1481,Power BI
1481,Tableau
1481,Pandas
1481,SQL
1481,Python
1481,Machine Learning
1481,AWS
1482,AWS
1482,Pandas
1482,Statistics
1482,Machine Learning
1483,Statistics
1483,Excel
1483,Tableau
1483,MySQL
1483,Power BI
1483,SQL
1483,Pandas
1484,Power BI
1484,Statistics
1484,Python
1484,Excel
1485,Tableau
1485,Statistics
1485,Pandas
1485,Python
1485,Excel
1486,Machine Learning
1486,Python
1486,ETL
1486,SQL
1486,Tableau
1486,Data Visualization
1487,Excel
1487,MySQL
1487,Statistics
1487,Pandas
1487,AWS
1487,Tableau
1487,Power BI
1488,ETL
1488,Excel
1488,Statistics
1488,AWS
1489,Machine Learning
1489,Excel
1489,SQL
1489,MySQL
1489,Python
1489,Pandas
1490,ETL
1490,Pandas
1490,Power BI
1490,Statistics
1490,SQL
1490,Machine Learning
1491,Python
1491,Machine Learning
1491,SQL
1491,Data Visualization
1491,MySQL
1492,Statistics
1492,Tableau
1492,AWS
1492,Machine Learning
1493,Data Visualization
1493,Pandas
1493,ETL
1493,Python
1493,Statistics
1494,MySQL
1494,AWS
1494,Pandas
1494,Statistics
1494,Data Visualization
1495,Pandas
1495,Excel
1495,Tableau
1495,Data Visualization
1496,Pandas
1496,MySQL
1496,SQL
1496,AWS
1496,Excel
1497,SQL
1497,Power BI
1497,Statistics
1497,ETL
1497,Tableau
1497,Python
1498,ETL
1498,AWS
1498,Pandas
1498,Power BI
1498,Data Visualization
1499,Machine Learning
1499,Data Visualization
1499,MySQL
1499,AWS
1499,Statistics
1500,ETL
1500,Machine Learning
1500,Pandas
1500,SQL
1500,Power BI
1500,Excel
1500,Python
1501,Pandas
1501,Power BI
1501,MySQL
1501,Tableau
1501,Machine Learning
1501,AWS
1502,Power BI
1502,ETL
1502,MySQL
1502,Python
1502,Statistics
1503,Pandas
1503,Data Visualization
1503,Excel
1503,Statistics
1503,Python
1503,AWS
1504,AWS
1504,ETL
1504,Statistics
1504,Excel
1504,Data Visualization
1504,Pandas
1504,SQL
1505,Pandas
1505,Data Visualization
1505,Excel
1505,Power BI
1505,Python
1505,Statistics
1505,ETL
1506,Tableau
1506,Power BI
1506,Machine Learning
1506,AWS
1506,Excel
1507,Tableau
1507,Data Visualization
1507,AWS
1507,ETL
1508,ETL
1508,Machine Learning
1508,Tableau
1508,Power BI
1508,Pandas
1509,Power BI
1509,Statistics
1509,Machine Learning
1509,SQL
1509,Python
1509,MySQL
1510,SQL
1510,Machine Learning
1510,Python
1510,Power BI
1510,MySQL
1510,Data Visualization
1510,Pandas
1511,SQL
1511,MySQL
1511,Excel
1511,AWS
1511,Statistics
1511,ETL
1511,Python
1512,Pandas
1512,Data Visualization
1512,AWS
1512,Machine Learning
1512,MySQL
1513,AWS
1513,Pandas
1513,Excel
1513,Statistics
1513,Tableau
1513,MySQL
1514,AWS
1514,Tableau
1514,Power BI
1514,Statistics
1515,Data Visualization
1515,Excel
1515,ETL
1515,Pandas
1515,Python
1515,MySQL
1516,MySQL
1516,Pandas
1516,SQL
1516,Python
1517,Machine Learning
1517,Power BI
1517,MySQL
1517,Statistics
1518,Machine Learning
1518,Tableau
1518,AWS
1518,MySQL
1518,Pandas
1518,Power BI
1519,Data Visualization
1519,Tableau
1519,Pandas
1519,SQL
1520,SQL
1520,MySQL
1520,Machine Learning
1520,Excel
1520,Tableau
1521,Statistics
1521,Excel
1521,Power BI
1521,AWS
1521,ETL
1522,Python
1522,Excel
1522,Pandas
1522,Power BI
1523,Machine Learning
1523,SQL
1523,MySQL
1523,Power BI
1523,Python
1524,Statistics
1524,Pandas
1524,Power BI
1524,Tableau
1525,Tableau
1525,SQL
1525,Data Visualization
1525,Python
1525,ETL
1526,Power BI
1526,Excel
1526,MySQL
1526,Pandas
1526,Python
1526,Data Visualization
1526,ETL
1527,Power BI
1527,Machine Learning
1527,Tableau
1527,ETL
1527,Python
1527,Pandas
1527,Statistics
1528,Statistics
1528,Pandas
1528,Machine Learning
1528,ETL
1529,Tableau
1529,MySQL
1529,Pandas
1529,ETL
1529,Statistics
1529,Machine Learning
1530,Excel
1530,Data Visualization
1530,Machine Learning
1530,Python
1531,Power BI
1531,Python
1531,Statistics
1531,Pandas
1531,AWS
1532,Python
1532,Pandas
1532,ETL
1532,Machine Learning
1532,Excel
1532,Data Visualization
1533,Tableau
1533,Statistics
1533,ETL
1533,Machine Learning
1534,Pandas
1534,Tableau
1534,ETL
1534,Python
1534,Statistics
1535,Python
1535,Excel
1535,AWS
1535,SQL
1535,Power BI
1536,Pandas
1536,Machine Learning
1536,Python
1536,MySQL
1536,Excel
1537,Tableau
1537,AWS
1537,MySQL
1537,Python
1537,Pandas
1537,Excel
1538,MySQL
1538,Power BI
1538,Python
1538,Statistics
1539,Excel
1539,Machine Learning
1539,Statistics
1539,Data Visualization
1539,MySQL
1539,Pandas
1539,Python
1540,Machine Learning
1540,AWS
1540,Power BI
1540,SQL
1540,Statistics
1540,Data Visualization
1541,Statistics
1541,Excel
1541,Tableau
1541,AWS
1541,Power BI
1541,ETL
1541,Python
1542,Tableau
1542,Power BI
1542,SQL
1542,Excel
1542,Statistics
1543,Pandas
1543,Tableau
1543,AWS
1543,Power BI
1543,Machine Learning
1543,ETL
1544,Power BI
1544,Python
1544,Excel
1544,Statistics
1544,Data Visualization
1545,ETL
1545,Tableau
1545,MySQL
1545,Excel
1545,Statistics
1545,Power BI
1545,Python
1546,Tableau
1546,Excel
1546,AWS
1546,Power BI
1546,Data Visualization
1546,SQL
1547,Tableau
1547,AWS
1547,Power BI
1547,SQL
1548,Machine Learning
1548,Pandas
1548,AWS
1548,Power BI
1549,Tableau
1549,AWS
1549,SQL
1549,Power BI
1550,Power BI
1550,MySQL
1550,Pandas
1550,Statistics
1550,Python
1550,Excel
1551,Excel
1551,Pandas
1551,Power BI
1551,Statistics
1551,AWS
1551,MySQL
1552,AWS
1552,Python
1552,Machine Learning
1552,Statistics
1552,Tableau
1552,Excel
1552,Power BI
1553,SQL
1553,Data Visualization
1553,ETL
1553,AWS
1553,MySQL
1553,Python
1553,Power BI
1554,Pandas
1554,Machine Learning
1554,Tableau
1554,SQL
1554,Power BI
1555,MySQL
1555,Excel
1555,Pandas
1555,Tableau
1555,SQL
1556,Statistics
1556,Machine Learning
1556,Tableau
1556,AWS
1557,Statistics
1557,ETL
1557,AWS
1557,Data Visualization
1557,Python
1557,MySQL
1557,Pandas
1558,Data Visualization
1558,Python
1558,AWS
1558,Pandas
1558,ETL
1558,Machine Learning
1558,Excel
1559,MySQL
1559,Tableau
1559,Pandas
1559,Excel
1559,ETL
1559,SQL
1560,Excel
1560,SQL
1560,AWS
1560,MySQL
1561,Statistics
1561,MySQL
1561,Tableau
1561,Python
1562,Power BI
1562,Machine Learning
1562,Data Visualization
1562,Statistics
1563,Tableau
1563,Pandas
1563,Machine Learning
1563,Python
1563,MySQL
1564,AWS
1564,MySQL
1564,Tableau
1564,Power BI
1564,Pandas
1564,Machine Learning
1565,Excel
1565,Data Visualization
1565,Machine Learning
1565,Tableau
1565,SQL
1565,AWS
1565,MySQL
1566,Statistics
1566,Machine Learning
1566,ETL
1566,Tableau
1566,Pandas
1566,AWS
1566,Python
1567,Data Visualization
1567,Python
1567,MySQL
1567,Excel
1567,Power BI
1568,Tableau
1568,Data Visualization
1568,Machine Learning
1568,Excel
1568,Pandas
1569,AWS
1569,Pandas
1569,SQL
1569,Power BI
1570,Statistics
1570,Excel
1570,Python
1570,Pandas
1570,ETL
1570,Data Visualization
1570,Machine Learning
1571,MySQL
1571,Tableau
1571,Pandas
1571,AWS
1571,SQL
1572,ETL
1572,Tableau
1572,Statistics
1572,MySQL
1572,Python
1572,SQL
1573,Excel
1573,Power BI
1573,SQL
1573,Pandas
1573,AWS
1574,Tableau
1574,Excel
1574,AWS
1574,SQL
1574,ETL
1574,Power BI
1574,Statistics
1575,Machine Learning
1575,Python
1575,Data Visualization
1575,AWS
1575,Pandas
1575,Statistics
1576,Statistics
1576,Tableau
1576,Machine Learning
1576,Python
1577,MySQL
1577,Excel
1577,Statistics
1577,SQL
1577,Data Visualization
1577,Power BI
1578,Data Visualization
1578,Python
1578,Excel
1578,Tableau
1578,SQL
1578,AWS
1579,SQL
1579,Statistics
1579,Machine Learning
1579,Power BI
1579,Data Visualization
1580,AWS
1580,Power BI
1580,ETL
1580,Excel
1580,Statistics
1581,SQL
1581,Machine Learning
1581,Data Visualization
1581,Statistics
1581,Excel
1581,Python
1581,ETL
1582,Power BI
1582,Statistics
1582,AWS
1582,Excel
1582,Tableau
1583,ETL
1583,Data Visualization
1583,Statistics
1583,MySQL
1583,Power BI
1583,AWS
1583,SQL
1584,ETL
1584,SQL
1584,Excel
1584,Machine Learning
1585,Machine Learning
1585,Data Visualization
1585,Statistics
1585,Pandas
1586,Statistics
1586,Data Visualization
1586,Pandas
1586,AWS
1587,Tableau
1587,Excel
1587,MySQL
1587,Power BI
1587,ETL
1587,Pandas
1587,Data Visualization
1588,Data Visualization
1588,Python
1588,MySQL
1588,AWS
1588,Statistics
1589,Data Visualization
1589,Tableau
1589,MySQL
1589,AWS
1589,SQL
1590,Power BI
1590,Pandas
1590,Excel
1590,Tableau
1590,MySQL
1590,Data Visualization
1591,ETL
1591,Power BI
1591,MySQL
1591,Statistics
1591,Pandas
1592,MySQL
1592,ETL
1592,Tableau
1592,Python
1593,Pandas
1593,Excel
1593,SQL
1593,Power BI
1593,MySQL
1593,Tableau
1593,Statistics
1594,Power BI
1594,Tableau
1594,MySQL
1594,SQL
1594,AWS
1595,Tableau
1595,AWS
1595,SQL
1595,ETL
1595,Power BI
1596,Statistics
1596,Power BI
1596,Tableau
1596,AWS
1596,SQL
1596,Data Visualization
1596,Pandas
1597,Machine Learning
1597,Excel
1597,Data Visualization
1597,MySQL
1597,AWS
1597,Pandas
1597,Tableau
1598,Statistics
1598,ETL
1598,Python
1598,AWS
1598,SQL
1598,MySQL
1599,Power BI
1599,AWS
1599,Pandas
1599,Data Visualization
1599,Machine Learning
1599,ETL
1600,AWS
1600,Python
1600,Machine Learning
1600,Data Visualization
1600,SQL
1600,Tableau
1600,Pandas
1601,Tableau
1601,Machine Learning
1601,Python
1601,SQL
1601,Power BI
1601,Pandas
1602,ETL
1602,Python
1602,AWS
1602,Pandas
1602,Excel
1602,SQL
1602,Statistics
1603,MySQL
1603,Power BI
1603,SQL
1603,Data Visualization
1603,Machine Learning
1603,Python
1603,AWS
1604,Power BI
1604,ETL
1604,Statistics
1604,Tableau
1604,MySQL
1604,AWS
1604,Python
1605,AWS
1605,Machine Learning
1605,Tableau
1605,ETL
1606,AWS
1606,Power BI
1606,MySQL
1606,Pandas
1606,Data Visualization
1607,MySQL
1607,ETL
1607,Power BI
1607,SQL
1607,Statistics
1607,AWS
1607,Pandas
1608,MySQL
1608,SQL
1608,Tableau
1608,AWS
1608,Machine Learning
1608,Statistics
1608,Excel
1609,Python
1609,MySQL
1609,Power BI
1609,Machine Learning
1609,Excel
1609,AWS
1610,AWS
1610,ETL
1610,MySQL
1610,Data Visualization
1610,Machine Learning
1610,Tableau
1610,Excel
1611,Pandas
1611,Tableau
1611,Python
1611,Excel
1611,Machine Learning
1612,SQL
1612,AWS
1612,Statistics
1612,Python
1612,Power BI
1613,Tableau
1613,MySQL
1613,AWS
1613,Excel
1613,ETL
1613,Machine Learning
1613,Pandas
1614,MySQL
1614,Python
1614,AWS
1614,Power BI
1614,ETL
1615,Machine Learning
1615,Python
1615,Statistics
1615,SQL
1616,Python
1616,Machine Learning
1616,Excel
1616,Tableau
1616,AWS
1616,SQL
1616,Data Visualization
1617,Machine Learning
1617,ETL
1617,Excel
1617,Statistics
1617,SQL
1618,Tableau
1618,Pandas
1618,SQL
1618,Machine Learning
1618,Power BI
1619,Pandas
1619,ETL
1619,SQL
1619,Power BI
1619,Python
1619,Machine Learning
1619,Excel
1620,Tableau
1620,Power BI
1620,Python
1620,MySQL
1620,Machine Learning
1620,Pandas
1621,Python
1621,ETL
1621,Statistics
1621,Power BI
1622,Statistics
1622,ETL
1622,Tableau
1622,Data Visualization
1623,ETL
1623,Statistics
1623,Python
1623,Tableau
1623,Data Visualization
1623,Excel
1624,Tableau
1624,Machine Learning
1624,SQL
1624,AWS
1625,Excel
1625,Power BI
1625,Python
1625,Statistics
1625,Tableau
1626,Tableau
1626,Power BI
1626,Statistics
1626,Python
1626,ETL
1626,AWS
1627,Python
1627,Machine Learning
1627,ETL
1627,Power BI
1628,MySQL
1628,Pandas
1628,Python
1628,Data Visualization
1628,ETL
1629,AWS
1629,Tableau
1629,ETL
1629,Pandas
1629,Statistics
1630,SQL
1630,AWS
1630,Statistics
1630,MySQL
1630,ETL
1630,Data Visualization
1630,Power BI
1631,MySQL
1631,Pandas
1631,Data Visualization
1631,SQL
1631,Python
1631,Tableau
1631,AWS
1632,Data Visualization
1632,Excel
1632,ETL
1632,Machine Learning
1632,SQL
1632,Pandas
1632,Tableau
1633,Statistics
1633,SQL
1633,ETL
1633,Data Visualization
1633,Machine Learning
1634,Python
1634,Statistics
1634,Data Visualization
1634,Excel
1634,ETL
1635,Data Visualization
1635,Pandas
1635,SQL
1635,Excel
1636,SQL
1636,Tableau
1636,MySQL
1636,AWS
1636,Python
1636,Excel
1637,Python
1637,AWS
1637,MySQL
1637,Tableau
1637,Data Visualization
1638,AWS
1638,Excel
1638,SQL
1638,Power BI
1638,ETL
1638,Tableau
1639,Machine Learning
1639,Excel
1639,Data Visualization
1639,AWS
1639,Python
1639,MySQL
1640,ETL
1640,Machine Learning
1640,Tableau
1640,Data Visualization
1640,Statistics
1640,Power BI
1641,ETL
1641,Statistics
