job_id,job_title,company_id,company_name,location,experience_level,salary_lpa,posted_date
731,Data Analyst,15,KPMG,Bangalore,0-2 Years,13.24,2025-06-28
732,Data Analyst,13,Flipkart,Kolkata,0-2 Years,9.83,2025-02-08
733,Data Analyst,15,KPMG,Hyderabad,0-2 Years,12.49,2025-02-11
734,Data Analyst,15,KPMG,Delhi NCR,Fresher,4.96,2025-11-03
735,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,12.23,2025-10-08
736,Data Analyst,1,TCS,Mumbai,0-2 Years,13.07,2025-05-06
737,Data Analyst,15,KPMG,Jaipur,5+ Years,23.31,2025-08-15
738,Data Analyst,2,Infosys,Mumbai,2-5 Years,18.68,2025-01-18
739,Data Analyst,13,Flipkart,Kolkata,0-2 Years,13.0,2025-11-23
740,Data Analyst,12,Microsoft,Ahmedabad,0-2 Years,12.22,2025-08-04
741,Data Analyst,7,Cognizant,Chennai,5+ Years,21.29,2025-12-29
742,Data Analyst,15,KPMG,Jaipur,Fresher,5.46,2025-02-15
743,Data Analyst,7,Cognizant,Kolkata,2-5 Years,15.25,2025-10-23
744,Data Analyst,14,PwC,Chennai,Fresher,7.53,2025-02-15
745,Data Analyst,9,HCL,Kolkata,0-2 Years,11.62,2025-12-16
746,Data Analyst,8,IBM,Chennai,0-2 Years,10.63,2025-07-28
747,Data Analyst,5,Deloitte,Delhi NCR,Fresher,7.22,2025-11-28
748,Data Analyst,9,HCL,Kolkata,0-2 Years,10.09,2025-12-13
749,Data Analyst,1,TCS,Ahmedabad,0-2 Years,10.27,2025-03-16
750,Data Analyst,9,HCL,Ahmedabad,0-2 Years,9.31,2025-07-21
751,Data Analyst,8,IBM,Ahmedabad,0-2 Years,9.89,2025-04-03
752,Data Analyst,12,Microsoft,Hyderabad,0-2 Years,10.38,2025-08-08
753,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,9.83,2025-10-10
754,Data Analyst,5,Deloitte,Bangalore,2-5 Years,19.26,2025-12-17
755,Data Analyst,11,Amazon,Jaipur,5+ Years,21.86,2025-06-03
756,Data Analyst,10,Tech Mahindra,Bangalore,2-5 Years,21.16,2025-09-24
757,Data Analyst,1,TCS,Ahmedabad,2-5 Years,16.59,2025-02-05
758,Data Analyst,1,TCS,Ahmedabad,5+ Years,23.22,2025-01-19
759,Data Analyst,10,Tech Mahindra,Bangalore,0-2 Years,11.97,2025-07-14
760,Data Analyst,12,Microsoft,Ahmedabad,0-2 Years,11.84,2025-09-06
761,Data Analyst,7,Cognizant,Bangalore,0-2 Years,12.31,2025-02-10
762,Data Analyst,11,Amazon,Pune,2-5 Years,16.65,2025-09-22
763,Data Analyst,13,Flipkart,Hyderabad,2-5 Years,20.07,2025-01-17
764,Data Analyst,14,PwC,Jaipur,5+ Years,22.88,2025-09-27
765,Data Analyst,12,Microsoft,Chennai,Fresher,8.88,2025-12-31
766,Data Analyst,7,Cognizant,Hyderabad,5+ Years,23.16,2025-11-08
767,Data Analyst,11,Amazon,Pune,0-2 Years,11.46,2025-06-22
768,Data Analyst,13,Flipkart,Delhi NCR,0-2 Years,13.12,2025-07-24
769,Data Analyst,7,Cognizant,Jaipur,Fresher,6.25,2025-08-05
770,Data Analyst,6,Capgemini,Pune,0-2 Years,13.67,2025-02-28
771,Data Analyst,2,Infosys,Bangalore,2-5 Years,18.85,2025-08-15
772,Data Analyst,6,Capgemini,Hyderabad,2-5 Years,16.33,2025-05-18
773,Data Analyst,11,Amazon,Mumbai,2-5 Years,18.26,2025-05-04
774,Data Analyst,1,TCS,Chennai,0-2 Years,12.67,2025-11-30
775,Data Analyst,15,KPMG,Jaipur,5+ Years,23.75,2025-09-06
776,Data Analyst,12,Microsoft,Hyderabad,0-2 Years,10.12,2025-12-15
777,Data Analyst,7,Cognizant,Delhi NCR,0-2 Years,10.13,2025-03-23
778,Data Analyst,12,Microsoft,Ahmedabad,2-5 Years,15.7,2025-06-21
779,Data Analyst,9,HCL,Bangalore,2-5 Years,17.91,2025-01-24
780,Data Analyst,7,Cognizant,Jaipur,0-2 Years,11.74,2025-09-29
781,Data Analyst,1,TCS,Mumbai,0-2 Years,12.71,2025-03-26
782,Data Analyst,7,Cognizant,Mumbai,0-2 Years,10.9,2025-11-19
783,Data Analyst,3,Wipro,Jaipur,0-2 Years,11.46,2025-04-06
784,Data Analyst,1,TCS,Kolkata,2-5 Years,16.73,2025-02-19
785,Data Analyst,11,Amazon,Kolkata,0-2 Years,11.67,2025-08-19
786,Data Analyst,14,PwC,Delhi NCR,0-2 Years,12.3,2025-07-17
787,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,12.0,2025-01-27
788,Data Analyst,1,TCS,Bangalore,0-2 Years,13.55,2025-12-25
789,Data Analyst,1,TCS,Hyderabad,2-5 Years,16.92,2025-01-20
790,Data Analyst,8,IBM,Jaipur,2-5 Years,14.01,2025-02-20
791,Data Analyst,6,Capgemini,Mumbai,0-2 Years,13.02,2025-06-14
792,Data Analyst,15,KPMG,Bangalore,2-5 Years,18.25,2025-01-26
793,Data Analyst,1,TCS,Pune,2-5 Years,16.83,2025-08-25
794,Data Analyst,7,Cognizant,Mumbai,0-2 Years,10.97,2025-02-12
795,Data Analyst,2,Infosys,Ahmedabad,0-2 Years,9.7,2025-05-26
796,Data Analyst,5,Deloitte,Hyderabad,0-2 Years,13.26,2025-11-10
797,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,10.95,2025-07-01
798,Data Analyst,4,Accenture,Bangalore,0-2 Years,13.82,2025-07-08
799,Data Analyst,10,Tech Mahindra,Ahmedabad,Fresher,7.03,2025-02-19
800,Data Analyst,1,TCS,Chennai,0-2 Years,11.54,2025-01-04
801,Data Analyst,1,TCS,Ahmedabad,5+ Years,24.13,2025-11-08
802,Data Analyst,10,Tech Mahindra,Delhi NCR,2-5 Years,15.38,2025-01-08
803,Data Analyst,5,Deloitte,Kolkata,Fresher,7.12,2025-12-13
804,Data Analyst,4,Accenture,Chennai,Fresher,6.95,2025-02-08
805,Data Analyst,8,IBM,Chennai,0-2 Years,10.98,2025-09-22
806,Data Analyst,15,KPMG,Kolkata,Fresher,6.63,2025-07-24
807,Data Analyst,11,Amazon,Pune,0-2 Years,11.77,2025-09-10
808,Data Analyst,4,Accenture,Pune,Fresher,6.93,2025-07-12
809,Data Analyst,8,IBM,Chennai,5+ Years,25.01,2025-07-17
810,Data Analyst,2,Infosys,Kolkata,Fresher,5.93,2025-01-17
811,Data Analyst,2,Infosys,Chennai,Fresher,7.28,2025-05-10
812,Data Analyst,10,Tech Mahindra,Hyderabad,2-5 Years,16.47,2025-01-16
813,Data Analyst,3,Wipro,Chennai,Fresher,9.24,2025-12-29
814,Data Analyst,11,Amazon,Pune,0-2 Years,11.74,2025-10-02
815,Data Analyst,5,Deloitte,Ahmedabad,5+ Years,24.24,2025-02-25
816,Data Analyst,10,Tech Mahindra,Kolkata,5+ Years,21.22,2025-06-20
817,Data Analyst,15,KPMG,Mumbai,2-5 Years,17.82,2025-02-20
818,Data Analyst,9,HCL,Kolkata,0-2 Years,12.07,2025-12-27
819,Data Analyst,9,HCL,Kolkata,2-5 Years,16.1,2025-03-06
820,Data Analyst,4,Accenture,Chennai,0-2 Years,12.78,2025-07-21
821,Data Analyst,15,KPMG,Mumbai,0-2 Years,11.88,2025-12-21
822,Data Analyst,15,KPMG,Kolkata,2-5 Years,17.69,2025-12-25
823,Data Analyst,2,Infosys,Kolkata,2-5 Years,18.76,2025-03-03
824,Data Analyst,4,Accenture,Bangalore,5+ Years,24.56,2025-08-14
825,Data Analyst,13,Flipkart,Pune,2-5 Years,15.97,2025-12-02
826,Data Analyst,6,Capgemini,Hyderabad,2-5 Years,18.74,2025-03-08
827,Data Analyst,9,HCL,Chennai,Fresher,9.4,2025-08-27
828,Data Analyst,1,TCS,Delhi NCR,0-2 Years,10.37,2025-10-10
829,Data Analyst,13,Flipkart,Bangalore,0-2 Years,12.5,2025-03-28
830,Data Analyst,2,Infosys,Bangalore,0-2 Years,12.66,2025-01-19
831,Data Analyst,10,Tech Mahindra,Mumbai,5+ Years,22.89,2025-07-16
832,Data Analyst,14,PwC,Hyderabad,0-2 Years,10.9,2025-04-01
833,Data Analyst,14,PwC,Delhi NCR,Fresher,5.8,2025-01-13
834,Data Analyst,13,Flipkart,Bangalore,Fresher,8.08,2025-03-26
835,Data Analyst,9,HCL,Hyderabad,2-5 Years,16.96,2025-10-15
836,Data Analyst,9,HCL,Bangalore,0-2 Years,13.28,2025-09-26
837,Data Analyst,2,Infosys,Bangalore,2-5 Years,19.86,2025-10-30
838,Data Analyst,11,Amazon,Bangalore,2-5 Years,16.8,2025-02-06
839,Data Analyst,3,Wipro,Hyderabad,2-5 Years,18.18,2025-08-30
840,Data Analyst,2,Infosys,Kolkata,5+ Years,22.74,2025-03-21
841,Data Analyst,4,Accenture,Ahmedabad,0-2 Years,10.94,2025-05-05
842,Data Analyst,12,Microsoft,Mumbai,0-2 Years,13.31,2025-08-24
843,Data Analyst,2,Infosys,Hyderabad,2-5 Years,15.65,2025-04-14
844,Data Analyst,14,PwC,Bangalore,2-5 Years,18.46,2025-05-28
845,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,17.7,2025-08-10
846,Data Analyst,3,Wipro,Jaipur,0-2 Years,11.59,2025-07-16
847,Data Analyst,13,Flipkart,Ahmedabad,Fresher,7.35,2025-02-15
848,Data Analyst,15,KPMG,Chennai,2-5 Years,19.45,2025-03-05
849,Data Analyst,15,KPMG,Hyderabad,0-2 Years,11.23,2025-01-25
850,Data Analyst,14,PwC,Jaipur,0-2 Years,10.36,2025-12-22
851,Data Analyst,15,KPMG,Mumbai,5+ Years,23.75,2025-09-29
852,Data Analyst,10,Tech Mahindra,Delhi NCR,2-5 Years,15.33,2025-10-17
853,Data Analyst,15,KPMG,Pune,0-2 Years,10.74,2025-04-13
854,Data Analyst,15,KPMG,Pune,2-5 Years,17.93,2025-08-19
855,Data Analyst,15,KPMG,Delhi NCR,2-5 Years,17.7,2025-03-09
856,Data Analyst,11,Amazon,Jaipur,Fresher,6.32,2025-07-03
857,Data Analyst,11,Amazon,Kolkata,0-2 Years,10.0,2025-01-12
858,Data Analyst,2,Infosys,Chennai,5+ Years,24.07,2025-07-26
859,Data Analyst,8,IBM,Jaipur,2-5 Years,15.34,2025-03-26
860,Data Analyst,5,Deloitte,Kolkata,Fresher,7.76,2025-08-27
861,Data Analyst,8,IBM,Pune,2-5 Years,16.74,2025-02-17
862,Data Analyst,3,Wipro,Jaipur,5+ Years,21.18,2025-09-13
863,Data Analyst,2,Infosys,Pune,5+ Years,25.36,2025-08-24
864,Data Analyst,10,Tech Mahindra,Mumbai,5+ Years,26.66,2025-11-03
865,Data Analyst,5,Deloitte,Jaipur,2-5 Years,15.26,2025-01-12
866,Data Analyst,9,HCL,Chennai,2-5 Years,16.03,2025-11-22
867,Data Analyst,13,Flipkart,Bangalore,2-5 Years,18.34,2025-08-26
868,Data Analyst,7,Cognizant,Hyderabad,0-2 Years,12.4,2025-04-20
869,Data Analyst,6,Capgemini,Ahmedabad,0-2 Years,11.79,2025-05-06
870,Data Analyst,8,IBM,Chennai,Fresher,9.91,2025-11-04
871,Data Analyst,8,IBM,Kolkata,5+ Years,22.79,2025-09-24
872,Data Analyst,4,Accenture,Chennai,Fresher,6.54,2025-12-08
873,Data Analyst,13,Flipkart,Ahmedabad,0-2 Years,9.34,2025-08-31
874,Data Analyst,4,Accenture,Pune,0-2 Years,10.62,2025-07-09
875,Data Analyst,13,Flipkart,Bangalore,2-5 Years,17.96,2025-07-20
876,Data Analyst,8,IBM,Pune,5+ Years,25.65,2025-06-17
877,Data Analyst,3,Wipro,Delhi NCR,2-5 Years,15.38,2025-07-28
878,Data Analyst,11,Amazon,Bangalore,2-5 Years,18.27,2025-07-20
879,Data Analyst,4,Accenture,Mumbai,2-5 Years,17.48,2025-03-24
880,Data Analyst,8,IBM,Hyderabad,0-2 Years,13.43,2025-12-08
881,Data Analyst,10,Tech Mahindra,Ahmedabad,Fresher,10.03,2025-01-18
882,Data Analyst,15,KPMG,Pune,0-2 Years,10.86,2025-02-19
883,Data Analyst,5,Deloitte,Jaipur,0-2 Years,10.41,2025-01-08
884,Data Analyst,13,Flipkart,Chennai,5+ Years,24.75,2025-08-09
885,Data Analyst,7,Cognizant,Mumbai,5+ Years,25.32,2025-02-04
886,Data Analyst,3,Wipro,Hyderabad,0-2 Years,14.22,2025-06-13
887,Data Analyst,15,KPMG,Chennai,5+ Years,24.2,2025-11-12
888,Data Analyst,15,KPMG,Kolkata,2-5 Years,15.57,2025-04-25
889,Data Analyst,13,Flipkart,Jaipur,2-5 Years,16.71,2025-09-05
890,Data Analyst,6,Capgemini,Delhi NCR,2-5 Years,17.33,2025-11-01
891,Data Analyst,11,Amazon,Kolkata,0-2 Years,11.98,2025-08-04
892,Data Analyst,8,IBM,Delhi NCR,2-5 Years,16.61,2025-09-29
893,Data Analyst,1,TCS,Bangalore,0-2 Years,14.28,2025-02-12
894,Data Analyst,5,Deloitte,Hyderabad,2-5 Years,18.4,2025-05-28
895,Data Analyst,12,Microsoft,Pune,2-5 Years,18.16,2025-12-23
896,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,11.78,2025-07-06
897,Data Analyst,3,Wipro,Chennai,2-5 Years,16.3,2025-08-23
898,Data Analyst,6,Capgemini,Jaipur,2-5 Years,16.18,2025-06-30
899,Data Analyst,10,Tech Mahindra,Pune,Fresher,8.95,2025-07-02
900,Data Analyst,14,PwC,Delhi NCR,Fresher,6.02,2025-04-14
901,Data Analyst,4,Accenture,Pune,0-2 Years,11.94,2025-05-20
902,Data Analyst,13,Flipkart,Hyderabad,Fresher,7.53,2025-07-04
903,Data Analyst,2,Infosys,Kolkata,2-5 Years,16.03,2025-08-29
904,Data Analyst,8,IBM,Kolkata,0-2 Years,12.53,2025-03-15
905,Data Analyst,3,Wipro,Pune,0-2 Years,11.73,2025-09-09
906,Data Analyst,1,TCS,Delhi NCR,2-5 Years,16.06,2025-11-26
907,Data Analyst,1,TCS,Chennai,2-5 Years,14.87,2025-04-06
908,Data Analyst,12,Microsoft,Ahmedabad,0-2 Years,11.9,2025-02-14
909,Data Analyst,7,Cognizant,Pune,Fresher,8.27,2025-03-28
910,Data Analyst,3,Wipro,Hyderabad,0-2 Years,14.6,2025-06-18
911,Data Analyst,1,TCS,Mumbai,2-5 Years,17.13,2025-05-06
912,Data Analyst,8,IBM,Hyderabad,Fresher,8.26,2025-03-31
913,Data Analyst,12,Microsoft,Bangalore,0-2 Years,13.3,2025-01-04
914,Data Analyst,13,Flipkart,Bangalore,0-2 Years,14.89,2025-11-29
915,Data Analyst,14,PwC,Jaipur,0-2 Years,10.89,2025-05-12
916,Data Analyst,3,Wipro,Bangalore,0-2 Years,13.33,2025-09-29
917,Data Analyst,9,HCL,Bangalore,2-5 Years,18.73,2025-09-14
918,Data Analyst,13,Flipkart,Pune,0-2 Years,11.72,2025-08-23
919,Data Analyst,12,Microsoft,Pune,5+ Years,22.96,2025-10-28
920,Data Analyst,7,Cognizant,Mumbai,2-5 Years,17.73,2025-05-04
921,Data Analyst,9,HCL,Mumbai,0-2 Years,13.79,2025-11-15
922,Data Analyst,5,Deloitte,Jaipur,0-2 Years,9.77,2025-10-20
923,Data Analyst,13,Flipkart,Mumbai,0-2 Years,12.66,2025-04-24
924,Data Analyst,12,Microsoft,Ahmedabad,0-2 Years,10.16,2025-12-10
925,Data Analyst,15,KPMG,Chennai,Fresher,8.93,2025-05-30
926,Data Analyst,8,IBM,Kolkata,2-5 Years,14.17,2025-07-16
927,Data Analyst,8,IBM,Hyderabad,0-2 Years,11.33,2025-07-22
928,Data Analyst,3,Wipro,Ahmedabad,0-2 Years,11.45,2025-07-01
929,Data Analyst,15,KPMG,Chennai,0-2 Years,13.38,2025-09-28
930,Data Analyst,15,KPMG,Bangalore,2-5 Years,17.92,2025-10-12
931,Data Analyst,6,Capgemini,Jaipur,2-5 Years,15.33,2025-03-24
932,Data Analyst,7,Cognizant,Bangalore,Fresher,11.26,2025-05-12
933,Data Analyst,2,Infosys,Bangalore,2-5 Years,16.26,2025-11-16
934,Data Analyst,8,IBM,Chennai,0-2 Years,8.86,2025-06-12
935,Data Analyst,7,Cognizant,Kolkata,0-2 Years,11.53,2025-10-23
936,Data Analyst,15,KPMG,Kolkata,2-5 Years,15.4,2025-03-06
937,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,9.77,2025-06-26
938,Data Analyst,4,Accenture,Chennai,0-2 Years,12.35,2025-02-07
939,Data Analyst,9,HCL,Hyderabad,0-2 Years,12.29,2025-12-08
940,Data Analyst,11,Amazon,Chennai,0-2 Years,10.82,2025-11-13
941,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,9.46,2025-08-29
942,Data Analyst,3,Wipro,Chennai,Fresher,8.55,2025-10-28
943,Data Analyst,3,Wipro,Bangalore,Fresher,9.78,2025-04-15
944,Data Analyst,6,Capgemini,Hyderabad,0-2 Years,11.88,2025-07-08
945,Data Analyst,1,TCS,Bangalore,2-5 Years,20.22,2025-08-03
946,Data Analyst,13,Flipkart,Bangalore,0-2 Years,11.72,2025-11-11
947,Data Analyst,2,Infosys,Mumbai,2-5 Years,15.67,2025-01-04
948,Data Analyst,6,Capgemini,Mumbai,Fresher,7.67,2025-08-10
949,Data Analyst,6,Capgemini,Hyderabad,0-2 Years,11.95,2025-12-14
950,Data Analyst,1,TCS,Kolkata,5+ Years,23.29,2025-11-15
951,Data Analyst,1,TCS,Hyderabad,0-2 Years,11.71,2025-11-04
952,Data Analyst,8,IBM,Hyderabad,2-5 Years,17.42,2025-05-13
953,Data Analyst,8,IBM,Ahmedabad,0-2 Years,9.5,2025-06-19
954,Data Analyst,2,Infosys,Bangalore,2-5 Years,19.73,2025-10-01
955,Data Analyst,11,Amazon,Pune,0-2 Years,11.4,2025-05-18
956,Data Analyst,9,HCL,Chennai,Fresher,8.84,2025-04-01
957,Data Analyst,2,Infosys,Kolkata,0-2 Years,11.41,2025-04-16
958,Data Analyst,12,Microsoft,Hyderabad,0-2 Years,12.55,2025-10-18
959,Data Analyst,11,Amazon,Bangalore,2-5 Years,18.68,2025-10-26
960,Data Analyst,15,KPMG,Chennai,0-2 Years,12.04,2025-09-02
961,Data Analyst,13,Flipkart,Jaipur,0-2 Years,11.77,2025-08-19
962,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,12.59,2025-02-14
963,Data Analyst,1,TCS,Pune,0-2 Years,11.74,2025-07-11
964,Data Analyst,14,PwC,Hyderabad,5+ Years,24.85,2025-05-27
965,Data Analyst,14,PwC,Pune,0-2 Years,11.39,2025-01-24
966,Data Analyst,14,PwC,Bangalore,2-5 Years,19.73,2025-06-12
967,Data Analyst,4,Accenture,Delhi NCR,0-2 Years,10.19,2025-08-30
968,Data Analyst,5,Deloitte,Chennai,Fresher,9.66,2025-02-01
969,Data Analyst,9,HCL,Hyderabad,Fresher,7.95,2025-08-25
970,Data Analyst,2,Infosys,Jaipur,0-2 Years,9.28,2025-10-19
971,Data Analyst,4,Accenture,Jaipur,0-2 Years,11.15,2025-06-04
972,Data Analyst,2,Infosys,Chennai,0-2 Years,10.68,2025-10-08
973,Data Analyst,1,TCS,Chennai,0-2 Years,12.51,2025-06-18
974,Data Analyst,1,TCS,Ahmedabad,2-5 Years,15.22,2025-08-05
975,Data Analyst,3,Wipro,Hyderabad,0-2 Years,11.46,2025-12-19
976,Data Analyst,8,IBM,Pune,Fresher,5.23,2025-09-19
977,Data Analyst,2,Infosys,Kolkata,0-2 Years,10.46,2025-03-25
978,Data Analyst,10,Tech Mahindra,Bangalore,0-2 Years,10.09,2025-05-14
979,Data Analyst,8,IBM,Delhi NCR,0-2 Years,9.1,2025-08-22
980,Data Analyst,15,KPMG,Delhi NCR,0-2 Years,11.91,2025-04-19
981,Data Analyst,1,TCS,Jaipur,5+ Years,23.94,2025-05-17
982,Data Analyst,10,Tech Mahindra,Delhi NCR,Fresher,7.51,2025-01-17
983,Data Analyst,15,KPMG,Mumbai,5+ Years,23.34,2025-11-21
984,Data Analyst,3,Wipro,Chennai,0-2 Years,11.44,2025-04-01
985,Data Analyst,6,Capgemini,Mumbai,0-2 Years,12.5,2025-02-24
986,Data Analyst,6,Capgemini,Bangalore,0-2 Years,11.61,2025-03-05
987,Data Analyst,15,KPMG,Mumbai,2-5 Years,19.3,2025-03-15
988,Data Analyst,5,Deloitte,Jaipur,0-2 Years,12.05,2025-06-30
989,Data Analyst,8,IBM,Bangalore,5+ Years,24.73,2025-08-10
990,Data Analyst,1,TCS,Delhi NCR,2-5 Years,16.03,2025-02-18
991,Data Analyst,11,Amazon,Pune,0-2 Years,11.75,2025-06-13
992,Data Analyst,9,HCL,Jaipur,0-2 Years,8.55,2025-05-05
993,Data Analyst,14,PwC,Bangalore,0-2 Years,12.7,2025-10-29
994,Data Analyst,13,Flipkart,Bangalore,2-5 Years,17.18,2025-01-07
995,Data Analyst,5,Deloitte,Kolkata,0-2 Years,9.8,2025-05-17
996,Data Analyst,3,Wipro,Hyderabad,0-2 Years,11.66,2025-08-11
997,Data Analyst,2,Infosys,Delhi NCR,0-2 Years,13.16,2025-04-28
998,Data Analyst,15,KPMG,Hyderabad,0-2 Years,12.77,2025-06-03
999,Data Analyst,8,IBM,Kolkata,0-2 Years,10.31,2025-08-25
1000,Data Analyst,13,Flipkart,Pune,2-5 Years,17.19,2025-11-11
1001,Data Analyst,6,Capgemini,Bangalore,2-5 Years,19.68,2025-04-01
1002,Data Analyst,2,Infosys,Pune,0-2 Years,12.61,2025-07-05
1003,Data Analyst,12,Microsoft,Bangalore,2-5 Years,18.07,2025-05-31
1004,Data Analyst,6,Capgemini,Bangalore,5+ Years,24.22,2025-02-07
1005,Data Analyst,12,Microsoft,Bangalore,0-2 Years,13.84,2025-08-04
1006,Data Analyst,7,Cognizant,Hyderabad,Fresher,8.47,2025-02-07
1007,Data Analyst,5,Deloitte,Chennai,0-2 Years,12.57,2025-11-20
1008,Data Analyst,15,KPMG,Kolkata,2-5 Years,16.76,2025-03-14
1009,Data Analyst,15,KPMG,Ahmedabad,0-2 Years,12.26,2025-06-11
1010,Data Analyst,4,Accenture,Mumbai,Fresher,7.86,2025-07-10
1011,Data Analyst,12,Microsoft,Hyderabad,5+ Years,25.58,2025-01-26
1012,Data Analyst,15,KPMG,Pune,0-2 Years,11.74,2025-12-11
1013,Data Analyst,7,Cognizant,Delhi NCR,0-2 Years,13.49,2025-08-18
1014,Data Analyst,6,Capgemini,Jaipur,2-5 Years,15.17,2025-02-04
1015,Data Analyst,14,PwC,Mumbai,0-2 Years,14.58,2025-07-19
1016,Data Analyst,15,KPMG,Kolkata,0-2 Years,11.24,2025-09-21
1017,Data Analyst,6,Capgemini,Mumbai,5+ Years,23.72,2025-09-09
1018,Data Analyst,7,Cognizant,Ahmedabad,2-5 Years,15.42,2025-04-09
1019,Data Analyst,11,Amazon,Bangalore,2-5 Years,17.62,2025-05-26
1020,Data Analyst,2,Infosys,Bangalore,2-5 Years,18.51,2025-06-12
1021,Data Analyst,1,TCS,Chennai,0-2 Years,12.13,2025-10-30
1022,Data Analyst,10,Tech Mahindra,Mumbai,2-5 Years,16.81,2025-05-11
1023,Data Analyst,8,IBM,Chennai,0-2 Years,11.47,2025-07-24
1024,Data Analyst,2,Infosys,Mumbai,0-2 Years,15.07,2025-09-07
1025,Data Analyst,8,IBM,Pune,0-2 Years,13.57,2025-05-27
1026,Data Analyst,9,HCL,Kolkata,0-2 Years,11.52,2025-11-02
1027,Data Analyst,8,IBM,Delhi NCR,2-5 Years,16.05,2025-06-02
1028,Data Analyst,3,Wipro,Mumbai,0-2 Years,12.64,2025-03-17
1029,Data Analyst,3,Wipro,Bangalore,2-5 Years,18.74,2025-09-09
1030,Data Analyst,15,KPMG,Ahmedabad,2-5 Years,14.77,2025-01-13
1031,Data Analyst,7,Cognizant,Hyderabad,2-5 Years,16.69,2025-01-19
1032,Data Analyst,13,Flipkart,Pune,0-2 Years,9.5,2025-02-08
1033,Data Analyst,8,IBM,Jaipur,2-5 Years,16.48,2025-11-28
1034,Data Analyst,8,IBM,Mumbai,2-5 Years,18.28,2025-09-25
1035,Data Analyst,14,PwC,Kolkata,0-2 Years,10.42,2025-11-30
1036,Data Analyst,6,Capgemini,Chennai,0-2 Years,13.39,2025-09-02
1037,Data Analyst,3,Wipro,Bangalore,2-5 Years,16.53,2025-04-23
1038,Data Analyst,5,Deloitte,Bangalore,0-2 Years,11.24,2025-09-23
1039,Data Analyst,4,Accenture,Mumbai,0-2 Years,12.77,2025-08-08
1040,Data Analyst,5,Deloitte,Kolkata,0-2 Years,12.26,2025-01-02
1041,Data Analyst,8,IBM,Pune,0-2 Years,13.52,2025-01-30
1042,Data Analyst,15,KPMG,Hyderabad,0-2 Years,11.45,2025-10-31
1043,Data Analyst,3,Wipro,Jaipur,Fresher,8.29,2025-03-27
1044,Data Analyst,11,Amazon,Ahmedabad,0-2 Years,10.95,2025-05-17
1045,Data Analyst,5,Deloitte,Chennai,2-5 Years,16.29,2025-01-12
1046,Data Analyst,10,Tech Mahindra,Hyderabad,0-2 Years,13.06,2025-04-20
1047,Data Analyst,10,Tech Mahindra,Delhi NCR,0-2 Years,11.78,2025-02-09
1048,Data Analyst,7,Cognizant,Jaipur,Fresher,5.11,2025-04-25
1049,Data Analyst,6,Capgemini,Kolkata,5+ Years,24.77,2025-12-28
1050,Data Analyst,4,Accenture,Kolkata,0-2 Years,12.66,2025-08-26
1051,Data Analyst,4,Accenture,Mumbai,Fresher,7.75,2025-10-05
1052,Data Analyst,1,TCS,Chennai,0-2 Years,11.97,2025-04-18
1053,Data Analyst,12,Microsoft,Chennai,0-2 Years,12.09,2025-04-27
1054,Data Analyst,12,Microsoft,Mumbai,0-2 Years,12.81,2025-01-13
1055,Data Analyst,3,Wipro,Ahmedabad,Fresher,6.34,2025-09-11
1056,Data Analyst,9,HCL,Bangalore,Fresher,8.19,2025-06-08
1057,Data Analyst,11,Amazon,Jaipur,2-5 Years,15.97,2025-09-23
1058,Data Analyst,2,Infosys,Kolkata,0-2 Years,12.41,2025-01-07
1059,Data Analyst,7,Cognizant,Kolkata,0-2 Years,11.65,2025-04-17
1060,Data Analyst,11,Amazon,Hyderabad,2-5 Years,16.56,2025-08-12
1061,Data Analyst,14,PwC,Bangalore,0-2 Years,13.93,2025-01-03
1062,Data Analyst,11,Amazon,Chennai,0-2 Years,8.08,2025-11-29
1063,Data Analyst,9,HCL,Ahmedabad,2-5 Years,17.38,2025-04-24
1064,Data Analyst,8,IBM,Hyderabad,Fresher,5.91,2025-02-16
1065,Data Analyst,11,Amazon,Hyderabad,0-2 Years,11.57,2025-02-13
1066,Data Analyst,12,Microsoft,Delhi NCR,5+ Years,21.66,2025-05-13
1067,Data Analyst,8,IBM,Chennai,0-2 Years,9.95,2025-12-18
1068,Data Analyst,12,Microsoft,Mumbai,Fresher,9.89,2025-04-19
1069,Data Analyst,2,Infosys,Pune,0-2 Years,10.94,2025-12-09
1070,Data Analyst,3,Wipro,Delhi NCR,0-2 Years,11.42,2025-08-02
1071,Data Analyst,8,IBM,Jaipur,0-2 Years,10.94,2025-09-19
1072,Data Analyst,1,TCS,Jaipur,Fresher,7.57,2025-12-03
1073,Data Analyst,2,Infosys,Mumbai,0-2 Years,12.59,2025-12-08
1074,Data Analyst,7,Cognizant,Chennai,Fresher,5.96,2025-06-18
1075,Data Analyst,6,Capgemini,Mumbai,2-5 Years,18.7,2025-01-07
1076,Data Analyst,11,Amazon,Pune,0-2 Years,10.91,2025-06-12
1077,Data Analyst,12,Microsoft,Mumbai,2-5 Years,15.63,2025-02-09
